CIN,COMPANY_NAME,CHANGE_TYPE,FIELD_CHANGED,OLD_VALUE,NEW_VALUE,DATE,STATE,STATUS
U65318DL2013PLC117178,SOLUTIONS INDIA LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,24768905,24768905.0,20251019,,
U65318DL2013PLC117178,SOLUTIONS INDIA LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,10829121,10829121.0,20251019,,
U22517MH2011PLC666727,ENTERPRISES TECHNOLOGIES LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,40475323,40475323.0,20251019,,
U22517MH2011PLC666727,ENTERPRISES TECHNOLOGIES LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,20255691,20255691.0,20251019,,
U99399KA2015OPC897580,INDUSTRIES PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,48923452,48923452.0,20251019,,
U99399KA2015OPC897580,INDUSTRIES PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,18416355,18416355.0,20251019,,
U72676DL2013OPC229599,TRADING CONSULTANCY LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,25399802,25399802.0,20251019,,
U72676DL2013OPC229599,TRADING CONSULTANCY LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,5732073,5732073.0,20251019,,
U33852DL2019PLC912256,FOODS TRADING PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,11044740,11044740.0,20251019,,
U33852DL2019PLC912256,FOODS TRADING PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,8800822,8800822.0,20251019,,
L79536MH2016PLC144071,FINANCE OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,29824328,29824328.0,20251019,,
L79536MH2016PLC144071,FINANCE OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,9547367,9547367.0,20251019,,
U81599MH2000OPC340789,GLOBAL TEXTILES OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,11756286,11756286.0,20251019,,
U81599MH2000OPC340789,GLOBAL TEXTILES OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,13592996,13592996.0,20251019,,
L51761MH2022PTC376184,EDUCATION FOODS OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,5602376,5602376.0,20251019,,
L51761MH2022PTC376184,EDUCATION FOODS OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,22660289,22660289.0,20251019,,
U31820GJ2023OPC188879,CHEMICALS INNOVATIONS MANUFACTURING LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,20660092,20660092.0,20251019,,
U31820GJ2023OPC188879,CHEMICALS INNOVATIONS MANUFACTURING LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,8135580,8135580.0,20251019,,
L59481MH2009PLC919008,TECH HEALTHCARE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,39187297,39187297.0,20251019,,
L59481MH2009PLC919008,TECH HEALTHCARE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,20851233,20851233.0,20251019,,
L56963TN2022PLC737488,INNOVATIONS OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,43245536,43245536.0,20251019,,
L56963TN2022PLC737488,INNOVATIONS OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,1382933,1382933.0,20251019,,
L88192KA2006PTC182638,INDIA PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,39778988,39778988.0,20251019,,
L88192KA2006PTC182638,INDIA PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,17967381,17967381.0,20251019,,
L43796TN2004PTC281319,GLOBAL TEXTILES CONSULTANCY LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,3440595,3440595.0,20251019,,
L43796TN2004PTC281319,GLOBAL TEXTILES CONSULTANCY LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,7329197,7329197.0,20251019,,
L55061DL2002PTC365270,TECH SOLUTIONS LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,47873051,47873051.0,20251019,,
L55061DL2002PTC365270,TECH SOLUTIONS LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,20349419,20349419.0,20251019,,
U62696KA2021PTC576312,SYSTEMS INTERNATIONAL PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,35603099,35603099.0,20251019,,
U62696KA2021PTC576312,SYSTEMS INTERNATIONAL PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,19437989,19437989.0,20251019,,
L54362TN2022PLC894303,SYSTEMS PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,13532956,13532956.0,20251019,,
L54362TN2022PLC894303,SYSTEMS PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,16560714,16560714.0,20251019,,
L91757KA2015PLC849905,TRADING PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,31564793,31564793.0,20251019,,
L91757KA2015PLC849905,TRADING PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,12446518,12446518.0,20251019,,
U88660GJ2018PTC197464,IMPORTS LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,7790005,7790005.0,20251019,,
U88660GJ2018PTC197464,IMPORTS LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,9492521,9492521.0,20251019,,
L47641GJ2000PLC410725,INDIA ENTERPRISES FINANCE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,11838263,11838263.0,20251019,,
L47641GJ2000PLC410725,INDIA ENTERPRISES FINANCE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,16230042,16230042.0,20251019,,
U18669MH2017OPC131893,CAPITAL LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,41147731,41147731.0,20251019,,
U18669MH2017OPC131893,CAPITAL LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,2568607,2568607.0,20251019,,
U18905MH2016PTC133919,CORPORATIONS PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,11991166,11991166.0,20251019,,
U18905MH2016PTC133919,CORPORATIONS PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,21630666,21630666.0,20251019,,
L83943KA2017PLC905080,INDIA INNOVATIONS TECHNOLOGIES PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,30123812,30123812.0,20251019,,
L83943KA2017PLC905080,INDIA INNOVATIONS TECHNOLOGIES PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,11147332,11147332.0,20251019,,
L89580MH2017PLC543402,REALTY TRADING TECHNOLOGIES PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,782301,782301.0,20251019,,
L89580MH2017PLC543402,REALTY TRADING TECHNOLOGIES PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,22374860,22374860.0,20251019,,
L65842TN2002PLC445496,CONSTRUCTIONS ENTERPRISES OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,46654607,46654607.0,20251019,,
L65842TN2002PLC445496,CONSTRUCTIONS ENTERPRISES OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,19677599,19677599.0,20251019,,
U41548TN2013PLC213619,TECHNOLOGIES INNOVATIONS OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,21119126,21119126.0,20251019,,
U41548TN2013PLC213619,TECHNOLOGIES INNOVATIONS OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,22370648,22370648.0,20251019,,
L38957GJ2001PTC931976,HEALTHCARE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,42117369,42117369.0,20251019,,
L38957GJ2001PTC931976,HEALTHCARE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,24177628,24177628.0,20251019,,
L60517KA2008OPC968727,PHARMA FOODS EXPORTS PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,21482393,21482393.0,20251019,,
L60517KA2008OPC968727,PHARMA FOODS EXPORTS PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,21676436,21676436.0,20251019,,
L57087MH2004OPC457453,IMPORTS PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,37656557,37656557.0,20251019,,
L57087MH2004OPC457453,IMPORTS PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,18615879,18615879.0,20251019,,
L24396KA2002PLC505876,EXPORTS LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,1137565,1137565.0,20251019,,
L24396KA2002PLC505876,EXPORTS LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,9826150,9826150.0,20251019,,
U48823KA2020PLC425036,INNOVATIONS TECHNOLOGIES CONSTRUCTIONS OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,14613888,14613888.0,20251019,,
U48823KA2020PLC425036,INNOVATIONS TECHNOLOGIES CONSTRUCTIONS OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,10030236,10030236.0,20251019,,
U74407DL2002PTC232726,INVESTMENTS SYSTEMS PHARMA PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,11295313,11295313.0,20251019,,
U74407DL2002PTC232726,INVESTMENTS SYSTEMS PHARMA PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,18603649,18603649.0,20251019,,
L20141DL2008PTC108440,TECHNOLOGIES OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,5359567,5359567.0,20251019,,
L20141DL2008PTC108440,TECHNOLOGIES OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,11995499,11995499.0,20251019,,
U41815DL2023PTC383634,INVESTMENTS LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,42086336,42086336.0,20251019,,
U41815DL2023PTC383634,INVESTMENTS LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,16314641,16314641.0,20251019,,
L12384DL2008OPC124245,SOLUTIONS OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,28012966,28012966.0,20251019,,
L12384DL2008OPC124245,SOLUTIONS OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,10043752,10043752.0,20251019,,
U82101MH2021PLC615015,VENTURES TECHNOLOGIES FINANCE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,7191077,7191077.0,20251019,,
U82101MH2021PLC615015,VENTURES TECHNOLOGIES FINANCE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,21446551,21446551.0,20251019,,
U49566GJ2002OPC753388,PHARMA LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,22087628,22087628.0,20251019,,
U49566GJ2002OPC753388,PHARMA LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,13861113,13861113.0,20251019,,
L47299GJ2009PTC857172,CONSTRUCTIONS OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,18797008,18797008.0,20251019,,
L47299GJ2009PTC857172,CONSTRUCTIONS OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,17479819,17479819.0,20251019,,
U23684KA2020PLC753203,SERVICES MANUFACTURING LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,49223313,49223313.0,20251019,,
U23684KA2020PLC753203,SERVICES MANUFACTURING LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,14297846,14297846.0,20251019,,
U68552DL2009PTC136162,INVESTMENTS EXPORTS LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,20493733,20493733.0,20251019,,
U68552DL2009PTC136162,INVESTMENTS EXPORTS LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,7857365,7857365.0,20251019,,
U51626KA2021PLC152366,INDUSTRIES PHARMA OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,45345083,45345083.0,20251019,,
U51626KA2021PLC152366,INDUSTRIES PHARMA OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,24990414,24990414.0,20251019,,
L43607DL2005PLC425034,SOLUTIONS LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,36707720,36707720.0,20251019,,
L43607DL2005PLC425034,SOLUTIONS LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,13901362,13901362.0,20251019,,
U67893MH2001PTC940184,CORPORATIONS PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,40044943,40044943.0,20251019,,
U67893MH2001PTC940184,CORPORATIONS PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,12047126,12047126.0,20251019,,
L19601TN2015PLC457353,FOODS INTERNATIONAL PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,12717816,12717816.0,20251019,,
L19601TN2015PLC457353,FOODS INTERNATIONAL PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,22882784,22882784.0,20251019,,
L68093MH2007PTC466067,CAPITAL EDUCATION VENTURES PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,640652,640652.0,20251019,,
L68093MH2007PTC466067,CAPITAL EDUCATION VENTURES PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,22699646,22699646.0,20251019,,
L25981TN2005PLC943200,ENTERPRISES OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,9120013,9120013.0,20251019,,
L25981TN2005PLC943200,ENTERPRISES OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,22443030,22443030.0,20251019,,
U56614MH2011PTC473794,REALTY TEXTILES ENTERPRISES PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,39707286,39707286.0,20251019,,
U56614MH2011PTC473794,REALTY TEXTILES ENTERPRISES PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,8608717,8608717.0,20251019,,
U38115MH2017PLC822053,EXPORTS SYSTEMS FOODS LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,22063169,22063169.0,20251019,,
U38115MH2017PLC822053,EXPORTS SYSTEMS FOODS LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,12199535,12199535.0,20251019,,
L83526MH2013PLC758287,FOODS VENTURES SERVICES LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,46255957,46255957.0,20251019,,
L83526MH2013PLC758287,FOODS VENTURES SERVICES LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,4276647,4276647.0,20251019,,
L79369GJ2020OPC338811,CHEMICALS PHARMA DEVELOPERS LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,11226285,11226285.0,20251019,,
L79369GJ2020OPC338811,CHEMICALS PHARMA DEVELOPERS LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,18878600,18878600.0,20251019,,
L14527TN2002PTC330252,DEVELOPERS INTERNATIONAL OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,43924079,43924079.0,20251019,,
L14527TN2002PTC330252,DEVELOPERS INTERNATIONAL OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,5398685,5398685.0,20251019,,
L62531TN2012PTC931332,GLOBAL INDIA PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,31511089,31511089.0,20251019,,
L62531TN2012PTC931332,GLOBAL INDIA PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,9552500,9552500.0,20251019,,
L99946GJ2023PLC515539,TECHNOLOGIES DEVELOPERS FOODS OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,12358504,12358504.0,20251019,,
L99946GJ2023PLC515539,TECHNOLOGIES DEVELOPERS FOODS OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,22233644,22233644.0,20251019,,
U84969TN2008PTC567914,INTERNATIONAL FOODS OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,43160331,43160331.0,20251019,,
U84969TN2008PTC567914,INTERNATIONAL FOODS OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,6688695,6688695.0,20251019,,
L45703MH2013PTC548078,CHEMICALS PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,15261816,15261816.0,20251019,,
L45703MH2013PTC548078,CHEMICALS PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,24422292,24422292.0,20251019,,
L23151MH2014OPC900165,SOLUTIONS OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,21311713,21311713.0,20251019,,
L23151MH2014OPC900165,SOLUTIONS OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,19037286,19037286.0,20251019,,
L24616KA2013PLC926223,TECHNOLOGIES INNOVATIONS PHARMA PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,23006343,23006343.0,20251019,,
L24616KA2013PLC926223,TECHNOLOGIES INNOVATIONS PHARMA PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,8949288,8949288.0,20251019,,
L35514KA2014PTC369458,GLOBAL FINANCE SERVICES PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,43455203,43455203.0,20251019,,
L35514KA2014PTC369458,GLOBAL FINANCE SERVICES PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,23869219,23869219.0,20251019,,
L52048KA2012OPC616514,CONSTRUCTIONS TRADING LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,37717119,37717119.0,20251019,,
L52048KA2012OPC616514,CONSTRUCTIONS TRADING LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,3977261,3977261.0,20251019,,
L58420GJ2011OPC928374,VENTURES OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,19374176,19374176.0,20251019,,
L58420GJ2011OPC928374,VENTURES OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,10503553,10503553.0,20251019,,
U54855MH2015PTC100377,CAPITAL CONSTRUCTIONS LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,31328592,31328592.0,20251019,,
U54855MH2015PTC100377,CAPITAL CONSTRUCTIONS LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,23237556,23237556.0,20251019,,
U37314DL2011PLC347931,IMPORTS REALTY TECH LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,47033706,47033706.0,20251019,,
U37314DL2011PLC347931,IMPORTS REALTY TECH LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,8586252,8586252.0,20251019,,
U20737KA2018PTC847124,CONSULTANCY EDUCATION SYSTEMS OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,38512643,38512643.0,20251019,,
U20737KA2018PTC847124,CONSULTANCY EDUCATION SYSTEMS OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,5429657,5429657.0,20251019,,
U81414MH2002PTC787866,CAPITAL OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,49113317,49113317.0,20251019,,
U81414MH2002PTC787866,CAPITAL OPC PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,23152082,23152082.0,20251019,,
U72535KA2022PLC201107,DEVELOPERS EDUCATION PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,11505602,11505602.0,20251019,,
U72535KA2022PLC201107,DEVELOPERS EDUCATION PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,6730370,6730370.0,20251019,,
U40903TN2006OPC699757,SERVICES TECHNOLOGIES CHEMICALS LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,30322704,30322704.0,20251019,,
U40903TN2006OPC699757,SERVICES TECHNOLOGIES CHEMICALS LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,12514870,12514870.0,20251019,,
L46458GJ2008PTC427992,FINANCE MANUFACTURING LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,32135391,32135391.0,20251019,,
L46458GJ2008PTC427992,FINANCE MANUFACTURING LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,22522886,22522886.0,20251019,,
L97865KA2011PTC643816,CAPITAL SOLUTIONS LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,7705448,7705448.0,20251019,,
L97865KA2011PTC643816,CAPITAL SOLUTIONS LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,1965919,1965919.0,20251019,,
L94016MH2005PLC936056,SOLUTIONS LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,33029072,33029072.0,20251019,,
L94016MH2005PLC936056,SOLUTIONS LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,18896265,18896265.0,20251019,,
U59371DL2009PLC523188,HEALTHCARE INTERNATIONAL INDUSTRIES LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,19152193,19152193.0,20251019,,
U59371DL2009PLC523188,HEALTHCARE INTERNATIONAL INDUSTRIES LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,17205457,17205457.0,20251019,,
L32079KA2001PTC301341,TEXTILES CONSULTANCY REALTY PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,10726726,10726726.0,20251019,,
L32079KA2001PTC301341,TEXTILES CONSULTANCY REALTY PRIVATE LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,17260057,17260057.0,20251019,,
U22634KA2005PLC120429,CORPORATIONS INDUSTRIES LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,19985223,19985223.0,20251019,,
U22634KA2005PLC120429,CORPORATIONS INDUSTRIES LIMITED,FIELD_UPDATE,PAIDUP_CAPITAL,15042880,15042880.0,20251019,,
U47944KA2017PLC992357,INVESTMENTS TECH HEALTHCARE OPC PRIVATE LIMITED,FIELD_UPDATE,AUTHORIZED_CAPITAL,31319190,31319190.0,20251019,,
